ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Manage stock?,Regular price,Sale price,Categories,Tags,Parent,Position,Meta: total_sales,Meta: annee_creation,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default
,variable,SNK-27,Nike Air Vapormax Plus,1,0,visible,,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",taxable,,1,300,0,0,0,,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune|Noir|Marron,1,1,,Taille,36|37|38|39|40|40.5|41|42|42.5|43|44|44.5|45|45.5|46|47|47.5|48.5|49.31|70|32|33|33.5|34|35|35.5|36.5|37.5|38.5|66,1,1,,Genre,Homme|Femme|Enfant,1,1,
,variation,SNK-27-JAUN-H-36,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-37,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-38,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-39,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,39,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-40,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-40.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-41,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,41,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-42,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-42.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-43,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,43,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-44,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-44.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-45,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-45.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-46,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,46,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-47,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-47.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-48.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,48.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-49.31,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,49.31,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-70,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,70,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-32,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,32,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-33,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-33.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-34,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,34,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-35,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-35.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-36.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-37.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-38.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-H-66,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,66,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-JAUN-F-36,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-37,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-38,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-39,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,39,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-40,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-40.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-41,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,41,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-42,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-42.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-43,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,43,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-44,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-44.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-45,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-45.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-46,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,46,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-47,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-47.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-48.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,48.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-49.31,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,49.31,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-70,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,70,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-32,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,32,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-33,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-33.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-34,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,34,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-35,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-35.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-36.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-37.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-38.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38.5,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-F-66,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,66,1,1,,Genre,Femme,1,1,Femme
,variation,SNK-27-JAUN-E-36,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-37,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-38,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-39,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,39,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-40,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-40.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,40.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-41,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,41,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-42,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-42.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,42.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-43,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,43,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-44,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-44.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,44.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-45,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-45.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,45.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-46,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,46,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-47,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-47.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,47.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-48.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,48.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-49.31,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,49.31,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-70,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,70,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-32,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,32,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-33,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-33.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,33.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-34,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,34,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-35,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-35.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,35.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-36.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,36.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-37.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,37.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-38.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,38.5,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-JAUN-E-66,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Jaune,1,1,,Taille,66,1,1,,Genre,Enfant,1,1,Enfant
,variation,SNK-27-NOIR-H-36,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,36,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-37,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,37,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-38,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,38,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-39,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,39,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-40,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,40,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-40.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,40.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-41,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,41,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-42,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,42,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-42.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,42.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-43,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,43,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-44,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,44,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-44.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,44.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-45,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,45,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-45.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,45.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-46,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,46,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-47,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,47,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-47.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,47.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-48.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,48.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-49.31,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,49.31,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-70,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,70,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-32,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,32,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-33,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,33,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-33.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,33.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-34,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,34,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-35,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,35,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-35.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,35.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-36.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,36.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-37.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,37.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-38.5,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,38.5,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-H-66,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,66,1,1,,Genre,Homme,1,1,Homme
,variation,SNK-27-NOIR-F-36,,1,0,hidden,,,taxable,,1,,0,0,0,95,,"Homme, Femme, Enfant",,,,,,Couleur,Noir,1,1,,Taille,36,1,1,,Genre,Femme,1,1,Femme
